uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,FeatureID,FeatureType,FeatureAuthor,FeatureTimestamp,OverviewPhotos,Latitude,Longitude,Northing,Easting,Accuracy,Description,PhotoOfSketch,Comments,Interpretation,Material,AsociatedMaterialNotes,DetailPhotos,IDsOfPicturesFromExternalCamera,ExternalPhotoNotes,geospatialcolumn,Artefact Functional type,Tags,RevisedFeatureType,x-ref,Notes
1000021593388068002,1012 {Artefact_scatter},Shawn  Ross,2020-06-28 23:47:51.792 GMT,Shawn  Ross,2020-06-28 23:47:51 GMT,1012,Artefact scatter,Shawn  Ross,2020-06-29 09:47:47+10:00,,-33.739186,150.262678,6263395.86,246407.0558,1.75,1 shard sq m,,,,"Ceramic (white glaze porcelain) - Glass (blue, light green, clear)",codstopper bottle: ''evans rowland'' soda bottle,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/1012_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/1012_Artefact_scatter__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/1012_Artefact_scatter__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/1012_Artefact_scatter__4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/1012_Artefact_scatter__5.jpg''}, ''6'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/1012_Artefact_scatter__6.jpg''}, ''7'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/1012_Artefact_scatter__7.jpg''}}",5143-5147,,POINT(246407.055791 6263395.860262),Food service | Bottle,Artefact | Food,Artefact,,
1000061593389085703,3016 {Artefact_scatter},Cass Venn,2020-06-29 00:04:48.243 GMT,Cass Venn,2020-06-29 00:12:26 GMT,3016,Artefact scatter,Cass Venn,2020-06-29 10:04:45+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3016_Artefact_scatter__1.jpg''}}",-33.740007,150.263192,246457.106,6263306.058,2.1,oval shaped ne to sw,,,,Ceramic - Glass,"olive green bottle glass, clear glass bottle fragments, urban ware, porcelain plain white glaze brown floral transfer. teacup handle, jug spout. white porcelain with gold trim",,Shawn,5148-49,POINT(246457.106019 6263306.057959),Food service | Bottle,Artefact | Food,Artefact,,
1000061593390262867,3017 {Artefact_scatter},Cass Venn,2020-06-29 00:25:47.213 GMT,Cass Venn,2020-06-29 00:36:02 GMT,3017,Artefact scatter,Cass Venn,2020-06-29 10:24:22+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3017_Artefact_scatter__1.jpg''}}",-33.740087,150.263448,246481.0649,6263297.814,2.1,"ceramic ink pot, pink ceramic with blue moulded lattice and green flowers. dark green bottle glass. white ceramic some with brown floral transfer ware. brick fragments, pale blue, light green, clear glass. bell. burnt glass. partial makers mark on white glaze plate or bowl. visibility very poor due to leaf litter. brown glass. shale",,,,Ceramic - Glass - Metal,see description on main page. ,,shawn,5156-5175,POINT(246481.064872 6263297.814034),Bottle | Writing | Food service | Building materials,Artefact | Food | Literacy | Building materials,Artefact,,
1000061593392122752,3018 {Hearth},Cass Venn,2020-06-29 00:55:28.984 GMT,Cass Venn,2020-06-29 01:08:38 GMT,3018,Hearth,Cass Venn,2020-06-29 10:55:22+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3018_Hearth__1.jpg''}}",-33.740035,150.263554,246490.7347,6263303.843,2.1,WSW facing. platform 4.5 width indistinct but C. 2.7. sandstone cobbles roughly courses with brick paved base. nw wall collapsed out in a single event - original structure evident. brick paved floor of hearth.,,,,Ceramic - Glass,clear and olive green glass. gin case bottles.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/3018_Hearth__1.jpg''}}",Shawn,5212-5218,POINT(246490.734652 6263303.842765),Bottle,Dwelling | Artefact | Alcohol,Hearth | Platform | Artefact,,
1000061593393236458,3019 {Hearth},Cass Venn,2020-06-29 01:13:58.112 GMT,Cass Venn,2020-06-29 01:26:08 GMT,3019,Hearth,Cass Venn,2020-06-29 11:13:56+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3019_Hearth__1.jpg''}}",-33.740338,150.26373,246507.9366,6263270.666,2.1,W facing. assorted sandstone cobbles. poorly preserved. little in situ. platform clearly defined by earth cut along s and W sides. stones along s may be part of retaining wall. integrity across platform looks good. ,,,,Ceramic - Glass,"white glaze earthenware and blue transfer. clear, light green, olive, blue glass. ''pkins'' on glass two piece moulded light aqua tint ''30'' on base also ''P''.",,Shawn,5219-5236,POINT(246507.936583 6263270.666327),Bootle | Food service,Dwelling | Artefact | Food,Hearth | Platform | Artefact,,
1000061593394182148,3020 {Hearth},Cass Venn,2020-06-29 01:29:43.626 GMT,Cass Venn,2020-06-29 02:05:01 GMT,3020,Hearth,Cass Venn,2020-06-29 11:29:42+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3020_Hearth__1.jpg''}}",-33.740445,150.263545,246491.108,6263258.343,2.1,"North facing. constructed of tabular sandstone roughly coursed. platform cut in on W side, possible drainage channel along this. southern wall of hearth best preserved but leaning and likely to fall. four or five courses. mortar is course yellow clay with large gravel inclusions. 2.9m NE of 3021. estimate of original height 1.5m",,,,Ceramic - Glass,white glaze stoneware some with moulding. light green bottle glass. blue transfer print. partial makers mark on one fragment.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/3020_Hearth__1.jpg''}}",Shawn,"5237-5257, 5264-5287",POINT(246491.107972 6263258.342545),Bootle | Food service,Dwelling | Artefact | Food | Drain,Hearth | Platform | Artefact | Depression,3020 | 3021,"Likely associated, no separate, distinct platform for 3021."
1000061593395502392,3021 {Hearth},Cass Venn,2020-06-29 01:51:48.928 GMT,Cass Venn,2020-06-29 02:05:21 GMT,3021,Hearth,Cass Venn,2020-06-29 11:51:42+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3021_Hearth__1.jpg''}}",-33.740468,150.263599,246496.1798,6263255.924,2.4,facing NNW. tabular sandstone. 2.9 m from 3020. no clear platform. animal burrow on eastern side going under hearth. potentially specific function maybe associated with 3020.,,,,Ceramic,moulded plate rim plain white glaze. foot of bowl. plain white glaze heat affected.,,Shawn,5258-5263,POINT(246496.1798 6263255.924183),Food service,Dwelling | Artefact | Food,Hearth | Artefact,3020 | 3021,"Likely associated, no separate, distinct platform for 3021."
1000061593395887753,3022 {Other},Cass Venn,2020-06-29 01:58:23.722 GMT,Cass Venn,2020-06-29 02:03:17 GMT,3022,Other,Cass Venn,2020-06-29 11:58:07+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3022_Other__1.jpg''}}",-33.740392,150.263574,246493.6393,6263264.293,2.4,depression 4m to east of 3020. with mound extending out C. 2.5m  to the north. depression is 1x1m. rectilinear. ,,,,,,,Shawn,5288-5294,POINT(246493.639289 6263264.292763),,Pit,Depression,,
1000061593396938933,3023 {Hearth},Cass Venn,2020-06-29 02:15:43.325 GMT,Cass Venn,2020-06-29 02:32:06 GMT,3023,Hearth,Cass Venn,2020-06-29 12:15:38+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3023_Hearth__1.jpg''}}",-33.740582,150.263319,246470.5684,6263242.59,2.7,n facing. situated centrally on South side of an east-west aligned platform. hearth constructed of predominantly tabular sandstone laid flat on east and west sides with some larger slabs upright on South wall. mud and lime mortar. hearth floor unknown. up to ten courses in tact on western and southern walls. platform cut in on southern and western sides and built up in northern side. three sandstone slabs form probable threshold entry way on northern side opposite hearth. platform cut in southern at least 40cm and built up on northern side C 20-30cm.,,,,Metal,"possible tool head. very few artefacts seen, visibility is very poor due to leaf litter.",,Shawn,5308-5326,POINT(246470.568347 6263242.590193),Tool,Hut | Artefact,Hearth | Platform,,
1000041593399819098,5021,Penny Crook,2020-06-29 03:03:48.520 GMT,Penny Crook,2020-06-29 03:03:48 GMT,5021,,Penny Crook,2020-06-29 13:03:38+10:00,,,,,,,,,,,,,,,,,,,,,
1000061593399832552,5022 {Platform},Cass Venn,2020-06-29 03:03:54.236 GMT,Cass Venn,2020-06-29 03:28:46 GMT,5022,Platform,Cass Venn,2020-06-29 13:03:52+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5022_Platform__1.jpg''}}",-33.740914,150.263501,246488.4117,6263206.212,2.4,"3m long. 2.5m wide. aligned East West with maybe Insitu burnt post located centrally at Western end. platform built up on northern side. possible post hole in NE corner. no clear evidence of hearth. associated with depression (5023) 4m to SW. numerous glass fragments across platform and downslope towards north at least 2m beyond platform. minimum 20 bottles on surface light green , aqua, olive green, dark green. most don''t have any identifying marks, one base with an m. majority round but at least one square. lots of shale. ''gw'' in diamond mark on a bottle light green. green rectangular fragment with ''ES'' - Wolfe''s schnappes. multiple gin case bottles at least 4-5.",,,,Glass,,,Shawn,5340-5348,POINT(246488.411674 6263206.21181),Bottle,Structure | Alcohol | Posthole,Platform | Depression,5022 | 5023,
1000021593400289244,1013 {Isolated_find},Shawn  Ross,2020-06-29 03:12:01.658 GMT,Shawn  Ross,2020-06-29 03:22:49 GMT,1013,Isolated find,Shawn  Ross,2020-06-29 13:11:29+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/1013_Isolated_find__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/1013_Isolated_find__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/1013_Isolated_find__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/1013_Isolated_find__4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/1013_Isolated_find__5.jpg''}}",-33.74091,150.263583,246495.9987,6263206.857,2.4,"camp oven, 5 pieces, 3 join",,"inscription, see photo, ''patent n28''? ''Ken...''",,Metal,,,5327-5339,last four include inscription,POINT(246495.998673 6263206.857233),Cooking,Artefact | Food,Artefact,,
1000061593400633923,5023 {Other},Cass Venn,2020-06-29 03:17:16.362 GMT,Cass Venn,2020-06-29 03:29:02 GMT,5023,Other,Cass Venn,2020-06-29 13:17:13+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5023_Other__1.jpg''}}",-33.740967,150.263435,246482.4517,6263200.171,3,depression. 4m to SW of 5022. roughly rectilinear. no artefacts visible. 0.2m deep. ,,,,Glass,aqua glass. dark green glass.,,Shawn,5349-5350,POINT(246482.451664 6263200.17056),,Pit,Depresson,5022 | 5023,"No artefacts (judging from photos), 'associated material notes' must be an error."
1000061593400916984,5024 {Hearth},Cass Venn,2020-06-29 03:21:59.773 GMT,Cass Venn,2020-06-29 03:59:54 GMT,5024,Hearth,Cass Venn,2020-06-29 13:21:56+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5024_Hearth__1.jpg''}}",-33.74113,150.263402,246479.8737,6263182.009,2.4,stone paved. platform aligned wse along its long axis. two Eucalyptus growing out of western end and probable hearth extending off secorner. hearth faces NNW. full extent of paving obscured by leaf litter and deposit along SE margin. ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/PhotoOfSketch/5024_Hearth__1.jpg''}}",,,Ceramic - Glass,"small quantities of ceramic and glass. clear, blue, light purple and light green glass. ceramic is white glazed stoneware. white glazed handle with black floral transfer and maroon linear lines. some burnt glass.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/5024_Hearth__1.jpg''}}",Shawn,5352-5362,POINT(246479.873647 6263182.009059),Food service,Artefact | Food,Artefact,,
1000061593403365302,5025 {Other},Cass Venn,2020-06-29 04:02:45.304 GMT,Cass Venn,2020-06-29 04:04:10 GMT,5025,Other,Cass Venn,2020-06-29 14:02:44+10:00,,-33.741215,150.263357,246475.9539,6263172.47,2.7,"fence post, morticed hole for top rail (approx20 by 10cm). five drilled holes for wire.",,,,,,,Shawn,5363-64,POINT(246475.953922 6263172.469961),,Work,Fence,,
1000061593403500350,5026 {Other},Cass Venn,2020-06-29 04:05:00.350 GMT,Cass Venn,2020-06-29 04:06:51 GMT,5026,Other,Cass Venn,2020-06-29 14:04:59+10:00,,-33.741235,150.263404,246480.3682,6263170.367,2.7,"fence post, morticed hole for top rail (approx.17*.08 by 10cm). five drilled holes for wire.",,,,Ceramic - Glass,dark green bottle glass and clear glass. white glaze,,Shawn,5365-66,POINT(246480.368203 6263170.367153),Food Service | Bottle,Work | Food,Artefact | Fence,,
1000061593403754697,5027 {Other},Cass Venn,2020-06-29 04:09:14.698 GMT,Cass Venn,2020-06-29 04:11:46 GMT,5027,Other,Cass Venn,2020-06-29 14:09:13+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5027_Other__1.jpg''}}",-33.741482,150.263678,246506.4865,6263143.643,2.7,"1 fallen fence posts, morticed hole for top rail. four drilled holes for wire. post hole visible, top burnt and morticed hole open.",,,,,,,,,POINT(246506.486482 6263143.643472),,Work,Fence,,
1000061593404022655,5028 {Other},Cass Venn,2020-06-29 04:13:47.241 GMT,Cass Venn,2020-06-29 04:20:18 GMT,5028,Other,Cass Venn,2020-06-29 14:13:42+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5028_Other__1.jpg''}}",-33.741433,150.263567,246496.0561,6263148.806,3,in situ charred post milled timber. 0.07*0.09*1.4(h). milled timber plank on ground to se 0.2*0.08*1.9. two other probably milled timber fragments too heavily charred to ID. c. 8m NE of embankment associated with mine. metal strap in between timber and embankment.,,,,Organic,,,Shawn,5369-5374,POINT(246496.056104 6263148.805584),,Work,Other,,
1000061593405058557,5029 {Other},Cass Venn,2020-06-29 04:31:02.916 GMT,Cass Venn,2020-06-29 04:34:47 GMT,5029,Other,Cass Venn,2020-06-29 14:30:58+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5029_Other__1.jpg''}}",-33.741021,150.264189,246552.4823,6263196.036,3,"fallen fence post with morticed hole (0.1 wide, top too burnt) at top and 1. visible wire hole beneath. it is badly burnt and leaning against a tree ",,,,,,,Shawn,5375-76,POINT(246552.482287 6263196.035553),,Work,Fence,,
1000061593405390205,5030 {Hearth},Cass Venn,2020-06-29 04:36:31.322 GMT,Cass Venn,2020-06-29 04:58:13 GMT,5030,Hearth,Cass Venn,2020-06-29 14:36:30+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5030_Hearth__1.jpg''}}",-33.741056,150.264152,246549.1566,6263192.062,2.7,NNW facing. tabular sandstone. hearth and platform cut into slope on sse side and nne side. platform very well defined and built up along. northern end 0.5m. some retaining stone work around me corner. may have had a paved stone floor 0.2m higher than platform partially in tact.,,,,,"white ceramic, burnt ceramic, olive green bottle glass. metal drum with perforations mostly circular some square punched into drum 0.1m diameter of holes. diameter of drum is 0.28 diameter, 0.35 high. whirl salad oil bottle partial.",,Shawn,5377-5398,POINT(246549.156619 6263192.062273),Bottle | Food service | Storage,Hut | Artefact | Food,Hearth | Platform,,
1000061593406232752,5031 {Other},Cass Venn,2020-06-29 04:50:32.752 GMT,Cass Venn,2020-06-29 04:50:32 GMT,5031,Other,Cass Venn,2020-06-29 14:50:31+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5031_Other__1.jpg''}}",-33.740982,150.264242,246557.2789,6263200.492,2.4,"fence post, morticed hole for top rail (approx20 by 10cm). two visible drilled holes for wire. very burnt. morticed hole not in tact",,,,,,,Shawn,5363-64,POINT(246557.278867 6263200.491873),,Work,Fence,,
1000061593406595876,5032 {Hearth},Cass Venn,2020-06-29 04:56:44.660 GMT,Cass Venn,2020-06-29 05:12:22 GMT,5032,Hearth,Cass Venn,2020-06-29 14:56:35+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5032_Hearth__1.jpg''}}",-33.740744,150.264224,246554.9102,6263226.847,2.4,NE facing. assorted sandstone cobbles bigger than usual. up to 0.6m long. subtle platform NE end defined by sandstone cobbles. four courses in hearth in tact rectilinear. mud render in tact on ne and SW sides.,,,,,,,Shawn,5399-5412,POINT(246554.910161 6263226.847067),,Dwelling,Hearth | Platform,,
1000061593407211202,5034 {Platform},Cass Venn,2020-06-29 05:08:00.556 GMT,Cass Venn,2020-06-29 05:12:41 GMT,5034,Platform,Cass Venn,2020-06-29 15:06:51+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5034_Platform__1.jpg''}}",-33.740813,150.264211,246553.9086,6263219.161,2.4,earth platform aligned e to w. cut in on s and w sides. built up on n and e sides. cut in c. 0.5 on s side. built up to c. 0.8 on n side.,,,,,no artefacts,,Shawn,5413-5415,POINT(246553.908614 6263219.161466),,Structure,Platform,,
1000041607125285822,4100 {Hearth},Penny Crook,2020-12-04 23:41:38.702 GMT,Penny Crook,2020-12-04 23:41:38 GMT,4100,Hearth,Penny Crook,2020-12-05 10:41:25+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4100_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4100_Hearth__2.jpg''}}",-33.737483,150.262751,6263394.744,246304.016,2.4,"West SW facing hearth constructed of local sandstone cobbles, unmodified. Have at least 3 courses intact. Platform indistinct. Obscured by vegatation. ",,,,Ceramic,Fragments of ironstone jug/vase,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/4100_Hearth__1.jpg''}}",F (F = Fionas camera ),4832  to 4836,POINT(246304.015822 6263394.744117),Food service,Hut | Artefact | Food,Hearth | Platform | Artefact,,
1000041607127625109,4101 {Isolated_find},Penny Crook,2020-12-05 00:20:30.561 GMT,Penny Crook,2020-12-05 00:20:30 GMT,4101,Isolated find,Penny Crook,2020-12-05 11:20:25+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4101_Isolated_find__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4101_Isolated_find__2.jpg''}}",-33.738355,150.263096,6263298.869,246338.556,3,Rusty brown willow ware sherd ,,,,Ceramic,,,F,4837 - 4838,POINT(246338.555905 6263298.868785),Food service,Artefact | Food,Artefact,,
1000041607127692222,4102 {Hearth},Penny Crook,2020-12-05 00:21:37.154 GMT,Penny Crook,2020-12-05 00:21:37 GMT,4102,Hearth,Penny Crook,2020-12-05 11:21:32+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4102_Hearth__1.jpg''}}",-33.738281,150.263323,6263307.636,246359.3744,3,NNW Facing hearth constructed from tabular sandstone roughly coursed up to 8courses intact. Mud mortar. Possible flagging on interior. Subtle earth platform that extends approximately 320cm to the north. Width indeterminate. ,,,,,Dense leaf litter. None visible. ,,F,4839 to 4842,POINT(246359.374289 6263307.635588),,Hut,Hearth | Platform,,
1000041607128843899,4103 {Hearth},Penny Crook,2020-12-05 00:40:59.782 GMT,Penny Crook,2020-12-05 00:40:59 GMT,4103,Hearth,Penny Crook,2020-12-05 11:40:43+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4103_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4103_Hearth__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4103_Hearth__3.jpg''}}",-33.738582,150.264178,6263276.352,246439.4944,3.3,E_NE Facing hearth. Exact dimensions obscured by rockfall. Platform partially delineated by rock wall and earth fill. ,,,,Ceramic - Metal,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/4103_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/4103_Hearth__2.jpg''}}",F,4843 to 4849,POINT(246439.494228 6263276.351327),,Hut | Artefact,Hearth | Platform | Artefact,,
1000041607129795155,4104 {Other},Penny Crook,2020-12-05 00:56:46.418 GMT,Penny Crook,2020-12-05 00:56:46 GMT,4104,"Other,Depression ",Penny Crook,2020-12-05 11:56:35+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4104_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4104_Other__2.jpg''}}",-33.738598,150.265091,6263276.822,246524.1498,3.3,North South aligned rectilinear depression 2.1 by 80cm.,,,,,,,F,4850—1,POINT(246524.149676 6263276.821899),,Pit,Depression,,
1000041607130211294,4105 {Hearth},Penny Crook,2020-12-05 01:03:48.506 GMT,Penny Crook,2020-12-05 01:03:48 GMT,4105,Hearth,Penny Crook,2020-12-05 12:03:31+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4105_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4105_Hearth__2.jpg''}}",-33.739061,150.26535,6263226.102,246549.5141,3.6,Hearth with indeterminate platform location. (possibly extending to NNE.) Hearth is 2m NNE to SSW In length. 1.4m WNW to SSE. Constructed of local sandstone. ,,,,Ceramic - Metal - Organic,"Circular metal sheet or half pipe with nail holes at approximately 20 cm intervals along both sides, 1m by 19cm. Timber slab is 1.3m by 25cm. Partially burnt. Semi circular cross section. ",,F,4852 to 56,POINT(246549.51394 6263226.101694),Building materials,Hut | Artefact,Hearth | Platform | Artefact,,
1000041607131124249,4106 {Other},Penny Crook,2020-12-05 01:19:16.001 GMT,Penny Crook,2020-12-05 01:19:16 GMT,4106,"Other,Depression ",Penny Crook,2020-12-05 12:18:44+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4106_Other__1.jpg''}}",-33.739092,150.265213,6263222.326,246536.9095,4.8,Depression roughly 1m square with artefacts nearby. ,,,,Ceramic - Glass - Metal,"Penny ink well, green and light green bottle glass. Base of white ware. Cobalt bottle. ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/4106_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/4106_Other__2.jpg''}}",F,4857 to the 58,POINT(246536.909361 6263222.326257),Bottle | Writing,Artefact | Literacy | Pit | Food,Depression | Artefact,,
1000041607213173316,3100 {Rectangular},Penny Crook,2020-12-06 00:06:21.871 GMT,Penny Crook,2020-12-06 00:06:21 GMT,3100,Rectangular,Penny Crook (Bec and Penny),2020-12-06 11:06:13+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3100_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3100_Rectangular__2.jpg''}}",-33.740313,150.265378,6263087.296,246555.7934,3.6,"NNE to SSW aligned building footings constructed from dressed stone (ashlar) blocks, with fireplace at sw end. stone flagging across interior of hearth. Walls of structure constructed of two courses of tabular sandstone with at least one course of ashlar blocks atop. Lower courses of stone extend into interior space by at least 5-10cm- possible ledge for suspended wooden floor? stone flagging in hearth is at same level. 
maximum number of ashlar courses is three at sw end around fireplace
probable entrance on western side in centre if wall, possible additional entrance on opposite side but obscured by tree growing through wall footings. 
high archaeological potential across interior with some rockfall capping deposits

structure is compromised by fallen trees that have damaged some walls.

additional ashlar blocks (additional structure?) present downslope to west near depression (feature 3101)","long term habitation, possible !one managers residence, situated close to tramway and crossing of creek to sw
excellent candidate for more detailed recording and excavation
","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/PhotoOfSketch/3100_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/PhotoOfSketch/3100_Rectangular__2.jpg''}}",,Metal,"modern tin modified for use as billy can
","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/3100_Rectangular__1.jpg''}}",F4859-4877,F = Fiona camera,POINT(246555.793253 6263087.295804),,Structure | Commercial | Community,Fireplace | Wall | Floor,3100 | 3101,"Very close together (ca. 2m), likely associated."
1000051607213210829,3101 {Other},Bec Parkes,2020-12-06 00:06:56.631 GMT,Bec Parkes,2020-12-06 00:06:56 GMT,3101,Other,Bec Parkes,2020-12-06 11:06:49+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3101_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3101_Other__2.jpg''}}",-33.740323,150.265373,6263086.174,246555.3595,3,"rectilinear depression situated approximately 4m west of Feature 3100
numerous sandstone blocks around margins of out
",possibly privy for Feature 3100,,,,,,F4878,,POINT(246555.359339 6263086.174287),,Pit,Depression,3100 | 3101,"Very close together (ca. 4m), likely associated."
1000041607213598935,4107 {Hearth},Penny Crook,2020-12-06 00:13:32.037 GMT,Penny Crook,2020-12-06 00:13:32 GMT,4107,Hearth,Penny Crook,2020-12-06 11:13:18+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4107_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4107_Hearth__2.jpg''}}",-33.740158,150.26508,6263103.756,246527.7219,3,"Well preserved hearth facing NW, 9 Courses tall, of tabular blocks with occasional brick. Mud conglomerate mortar with gravel inclusions. Rectangular form 2.6x1.8m with clear front facing stone sides. Large rectangular stones lining the inner walls (possibly the base of a shelf?). Platform is difficult to distinguish but may have extended to an area 6.6x4.6m. There are occasional stones lining the edge including NW corner. Possible depression at NW end of platform. ",,,,Ceramic (Whiteware and porcelain. Frag of clay point. ) - Glass (Light green and olive green bottle glass) - Other,Misc ,,MQ,100-1094 to 1099,POINT(246527.721733 6263103.756039),Bottle | Food service,Dwelling | Artefact | Food,Hearth | Platform | Artefact,,
1000051607215852164,3102 {Other},Bec Parkes,2020-12-06 00:50:55.745 GMT,Bec Parkes,2020-12-06 00:50:55 GMT,3102,Other,Bec Parkes,2020-12-06 11:50:52+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3102_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3102_Other__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3102_Other__3.jpg''}}",-33.740336,150.265431,6263084.875,246560.7725,3,excavated pit located approximately 4m north of Feature 3100,privy?,,,,,,F4879-4880,,POINT(246560.772388 6263084.874899),,Pit,Depression,,
